frame,cx,cy,w,h,angle,class
kimlik71.jpg,257,255,499,499,3,1
kimlik75.jpg,257,258,303,421,2,1
kimlik66.jpg,253,251,448,456,0,1
kimlik12.jpg,256,256,510,509,0,1
kimlik67.jpg,263,285,446,443,0,1
kimlik73.jpg,232,227,333,445,0,1
kimlik41.jpg,139,276,174,336,0,1
kimlik41.jpg,403,275,174,336,3,1
kimlik47.jpg,191,246,189,421,0,1
kimlik64.jpg,156,226,213,427,0,1
kimlik64.jpg,388,226,213,427,0,1
kimlik60.jpg,256,257,509,510,0,1
kimlik56.jpg,215,231,262,454,3,1
kimlik6.jpg,125,265,168,437,0,1
kimlik6.jpg,345,259,170,433,3,1
kimlik85.jpg,363,254,247,346,3,1
kimlik55.jpg,256,233,412,316,0,1
kimlik48.jpg,90,145,140,247,0,1
kimlik48.jpg,250,148,140,247,0,1
kimlik8.jpg,257,263,511,434,0,1
kimlik7.jpg,129,253,232,484,3,1
kimlik7.jpg,388,255,232,484,3,1
kimlik13.jpg,250,260,454,484,0,1
kimlik51.jpg,256,264,511,438,0,1
kimlik44.jpg,261,254,475,486,0,1
kimlik27.jpg,256,256,510,511,0,1
kimlik79.jpg,289,286,402,377,0,1
kimlik4.jpg,223,359,446,304,0,1
kimlik53.jpg,124,255,244,510,0,1
kimlik53.jpg,386,256,244,508,0,1
kimlik83.jpg,382,255,244,511,0,1
kimlik83.jpg,124,255,244,511,0,1
kimlik37.jpg,165,279,178,435,3,1
kimlik37.jpg,417,248,180,417,3,1
kimlik76.jpg,256,256,507,510,0,1
kimlik74.jpg,240,246,287,410,2,1
kimlik69.jpg,126,253,252,497,0,1
kimlik69.jpg,384,251,254,503,0,1
kimlik54.jpg,129,256,249,497,0,1
kimlik54.jpg,385,256,241,497,0,1
kimlik61.jpg,128,256,248,511,0,1
kimlik61.jpg,388,255,248,511,0,1
kimlik72.jpg,241,255,271,323,2,1
kimlik82.jpg,250,284,368,454,0,1
kimlik31.jpg,256,265,249,350,0,1
kimlik42.jpg,139,266,174,414,0,1
kimlik42.jpg,380,246,166,394,0,1
kimlik52.jpg,129,276,171,366,0,1
kimlik52.jpg,331,278,174,362,3,1
kimlik50.jpg,128,255,255,510,0,1
kimlik50.jpg,385,255,251,510,0,1
kimlik59.jpg,129,255,254,506,0,1
kimlik59.jpg,385,257,251,509,0,1
kimlik43.jpg,255,255,508,509,0,1
kimlik17.jpg,256,274,383,381,3,1
kimlik33.jpg,142,251,181,426,3,1
kimlik33.jpg,389,237,185,440,3,1
kimlik5.jpg,258,254,423,441,0,1
kimlik49.jpg,104,254,205,496,3,1
kimlik49.jpg,395,250,205,496,3,1
kimlik62.jpg,162,239,219,453,0,1
kimlik62.jpg,399,239,218,467,0,1
kimlik81.jpg,162,323,220,321,0,1
kimlik81.jpg,394,321,198,305,3,1
kimlik68.jpg,118,245,212,440,0,1
kimlik68.jpg,408,259,196,416,3,1
kimlik39.jpg,128,264,222,485,0,1
kimlik39.jpg,383,265,225,485,3,1
kimlik9.jpg,264,245,416,447,0,1
kimlik40.jpg,132,256,243,507,0,1
kimlik40.jpg,389,256,243,507,0,1
kimlik45.jpg,209,253,142,338,3,1
kimlik45.jpg,362,253,142,338,3,1
kimlik2.jpg,253,253,485,496,0,1
kimlik65.jpg,131,205,216,379,0,1
kimlik65.jpg,384,213,227,381,0,1
